user,ngo_name,contact_number,email,address,state,logo
266,"Institute for Sustainable Development & Research, Mumbai",,isdres@hotmail.com,"N-1-8, Narayan Pujari Nagar, Above Hotel Mela, A.G. Khar Road Worli
Mumbai",Maharashtra,
267,"Institution Builders, Navi Mumbai",91-96190 82007,kanti@institutionbuilders.com,"B2/12, Vanashri CHS, 1-2, Sec 58 A, Nerul (W)
Navi Mumbai",Maharashtra,
268,"International Institute for Sustainable Future, Mumbai",,iisfb@giasbm01.vsnl.net.in,"73A Mittal Tower, Nariman Point
Mumbai",Maharashtra,
269,"International Resources for Fairer Trade, Mumbai",,shipra@irft.org,"Unit No.7, Sona Udyog Ind. Estate, Parsi Panchayat Road
Mumbai",Maharashtra,
270,"Iqra Gyan Educational & Welfare Foundation, Mumbai",98208 01169,info@iqragyan.org,"A-2/201, Al-Saf,a Co-Operative Housing Society, Millat Nagar, andheri West
Mumbai
Maharashtra
400053",Maharashtra,
271,"JAAG, Mumbai",,jaagoindia@hotmail.com,"B-22, Plot 62, Gharkul Chs, Borivali
Mumbai",Maharashtra,
272,"Jagruti Charitable Trust, Mumbai",,jagruti.ctrust@gmail.com,"107, 21-B Building, Mmrda Complex
Mumbai",Maharashtra,
273,"Jagruti Kendra, Mumbai",,frbarthol@hotmail.com,"C/O St. Jude Church, Mathuradas Vasanji marg, Jerimeri
Mumbai",Maharashtra,
274,"Jalvardhini Pratishthan, Mumbai",,paranjpe.ulhas@gmail.com,"1, Janki Niwas, Gokhale Road, Dadar
Mumbai",Maharashtra,
275,"Janakalyan Sevasram, Thane",91-9324001862,cksnarayanan@hotmail.com,"Survey No. 1110, 10-11, Kolkhe Village, Opp. Canara Bank, Parpund, Mumbai-Pune Road, Panvel
Thane",Maharashtra,
276,"Janheet Sansta, Thane",,rammumbaikar@gmail.com,"4, Deep T. B – Wing, Mumbra
Thane",Maharashtra,
277,"Janjagruti Vidyarthi Sangh, Mumbai","89764 31045, 96196 77203",janjagrutivs@gmail.com,"New Chikuwadi
Mumbai
Maharashtra
400043",Maharashtra,
278,"Jansevamission, Mumbai",99870 95260,rkministry73@gmail.com,"13/D/406, Sangharsh Nagar, Chandivali andheri
Mumbai
Maharashtra
400072",Maharashtra,
279,"Jeanne Devos, Mumbai",,"info@jeannedevos.org, rita.heymans@jeannedevos.org","104/A, Mumbai
Mumbai",Maharashtra,
280,"Jeevan Jyoti Ministries, Mumbai",,jeevanjyothiministries@yahoo.co.in,"17 Eden Villa, Anand Park
Mumbai",Maharashtra,
281,"Josh Foundation, Mumbai",91-961908 9292,info@joshfoundation.net,"14, Takshila, K.V.Campus, N.C.H.C, Kanjurmarg
Mumbai",Maharashtra,
282,"Juhu Beach Life Gaurd Assocition, Mumbai",,andymarines2003@yahoo.co.in,"Shiv Shurti C.H.S. 519, Room C/35 Sector
Mumbai",Maharashtra,
283,"Kalashray Foundation, Mumbai",99878 09350,kalashrayfoundation@gmail.com,"70, 74, Evershine Millennimum, Thakur, Kandivali
Mumbai
Maharashtra
400101",Maharashtra,
284,"Kanbs Foundation, Mumbai",,dr.jagdish_singh@yahoo.co.in,"003/32 Sanskruti, Phase – 2, Thakur Complex
Mumbai",Maharashtra,
285,"Karunya Trust, Mumbai",,karunyatrust@hotmail.com,"Bishop House, P.B. No. 8434, Powai
Mumbai",Maharashtra,
286,"Kashi & Laxmi Trust , Navi Mumbai",,karuna.mishra@gmail.com,"209, Nerul West
Navi Mumbai",Maharashtra,
287,"Kimaya Foundation, Mumbai",,drmbabre@hotmail.com,"353, Golanji Hill, Near Wagheshwari Mandir
Mumbai",Maharashtra,
288,"Kiran Foundation, Mumbai",91-99675 80960,kiranfoundation@rediffmail.com,"Chembur, Mumbai
Mumbai",Maharashtra,
289,"Kranti Foundation, Mumbai",91-98678 88818,info@krantifoundation.com,"Mulund, Mumbai
Mumbai",Maharashtra,
290,"Kranti Sanstha, Mumbai",91-99693 05833,krantisanstha@gmail.com,"91/B Balaji Niwas, Banganga Road
Mumbai",Maharashtra,
291,"Kripa Foundation, Mumbai",,kripafoundation@kripafoundation.org,"81/A, Chapel Road, BAndhra
Mumbai",Maharashtra,
292,"Krishna Shanti Suman Multipurpose Event Organization, Navi Mumbai",99209 89001,krishnashanti@in.com,"NRI Complex, Seawoods, Nerul
Navi Mumbai
Maharashtra
400706",Maharashtra,
293,"KSHANA, Mumbai",91-99870 50932,kshana@gmail.com,"Andheri, Mumbai
Mumbai",Maharashtra,
294,"Kumud J.C. Barot Foundation, Mumbai",,ashaamarcorporation@gmail.com,"93, Shri Jorawar Bhuvan, Top Floor, Flat No 19
Mumbai",Maharashtra,
295,"Lap of Love Foundation, Mumbai",91-97697 50211,kunal.sodhani@yahoo.com,"A/28 Saraswati Niwas, Pai Nagar, Borivali(W)
Mumbai",Maharashtra,
296,"Lawyers Collective Hiv-Aids Unit, Mumbai",,aidslaw@lawyerscollective.org,"61, Jalaram Kripa
Mumbai",Maharashtra,
297,"LEAD, Mumbai",91-98195 00441,lead.airoli@gmail.com,"3, Shiv Darshan, Airoli Gaav, Near Gaav Devi ground
Mumbai",Maharashtra,
298,"Learning Boat, Mumbai","91-92247 58385, 91-099300 30599",learningboat@in.com,"21, Sainath Chawl, Ganesh Mandal
Mumbai",Maharashtra,
299,"Life Trust, Mumbai",,empower@liftrustindia.org,"B-1, Neelam Centre, S.K. Ahire Marg, Near Glaxo, Worli
Mumbai",Maharashtra,
300,"Light of Life Trust, Mumbai",91-98213 99002,bAndhra@lolt.in,"181, Hill Road, BAndhra(W)
Mumbai",Maharashtra,
301,"Lok Kala Jagruti Manch, Navi Mumbai",91-98199 09048,lokkalajagruti@gmail.com,"D 09, Condomininum 8, Sector 10, Koparkhairne
Navi Mumbai",Maharashtra,
302,"Lok Seva Sangam, Mumbai",,loksevasangam@vsnl.net,"D/1, Everard Nagar, Eastern Express Highway Sion
Mumbai",Maharashtra,
303,"LOKADHIKAR, Mumbai",91-98209 12422,anil.nair90@yahoo.co.in,"V-34, M R Society, Relief Road, Daulat Nagar, Santacruz(W)
Mumbai",Maharashtra,
304,Love Mumbai,,,"2, Soona Mahal, Opp. Ambassador Hotel
Mumbai",Maharashtra,
305,"M B Barvalia Foundation, Mumbai",,praful@bom3.vsnl.net.in,"Naidu Colony, Opp. Building No. 161, Pant Nagar, Ghatkopar (East)
Mumbai",Maharashtra,
306,"MADAD, Mumbai",,madadngo@gmail.com,"86, Movie Tower, Oshiwara, Andheri – West
Mumbai",Maharashtra,
307,"Maharashtra State Women’s Council, Mumbai",,,"Town Hall (Central Library), Shahid Bhagat Singh Marg
Mumbai",Maharashtra,
308,"Mahatma Jyotiba Phule Trust, Mumbai",91-99691 01616,bhalerao_archana@yahoo.com,"Sion, Mumbai
Mumbai",Maharashtra,
309,"Mahila Dakshata Samiti, Mumbai",,,"Gala No. 5, Under Keshav Sut Bridge, Dadar West
Mumbai",Maharashtra,
310,"MAJLIS, Mumbai",,majlislaw@vsnl.net,"4/A-2, Golden Valley
Mumbai",Maharashtra,
311,"Make a Wish Foundation of India, Mumbai",,mawindia@vsnl.com,"B2/12, Samruddhi Society, B. Parulekar Marg, Dadar
Mumbai",Maharashtra,
312,"Marathi Mission Nagpada Neighbourhood House, Mumbai",,ucbwm@bom5.vsnl.net.in,"Nagpada Neighbourhood House, Nagpada, Byculla
Mumbai",Maharashtra,
313,"Markazul Maarif Education & Research Centre, Mumbai",91-98695 13815,rizwaanqasmi@yahoo.com,"Patliputra Nagar, Masjid Complex, Oshiwara New Link Road, Jogeshwari (W)
Mumbai",Maharashtra,
314,"Mary’s Clan, Mumbai",91-98203 49299,marysclan@gmail.com,"Mt. Mary’s Basilica, Mt. Mary Road, BAndhra West
Mumbai",Maharashtra,
315,"Massey Ministries, Mumbai",,jesuswalk@rediffmail.co / jesus@masseyministries,"504-B10 Sector 5, Charkop Kandivli (W)
Mumbai",Maharashtra,
316,"Master Chander Sangeet Academy, Mumbai",91-98194 45058,gauravdamwani@hotmail.com,"25, Road 2 Shrinathji Bldg, Shivaji Park
Mumbai",Maharashtra,
317,"Matrika Foundation, Mumbai",,matrikango@hotmail.com,"4, Vasudhara, Dr. Charatsingh Colony
Mumbai",Maharashtra,
318,"Media Matters- A Centre for Development Support Communication, Mumbai",,mediamatters@vsnl.com,"400 Sai Section, Ambernath East
Mumbai",Maharashtra,
319,"MelJol, Mumbai",,meljolmumbai@yahoo.co.in,"Room No. 117, Third Floor, Gilder Lane Municipal School
Mumbai",Maharashtra,
320,"Men Against Violence and Abuse, Mumbai",,,"12-A Parishram Building, 1st Floor, Bhandar Lane, Lady Jamshedji Road Mahim
Mumbai",Maharashtra,
321,"Mewsic India Foundation, Mumbai",92234 99160,andres.gaikwad@mewsic.in,"4 Satguru Shopping Center, 3rd Road, Khar
Mumbai
Maharashtra
400052",Maharashtra,
322,"Midas Trust, Mumbai",91-98196 12268,shaji@midastrust.org,"F-3, Vaibhav Co-Op Hsg. Society, Opp. Import Warehouse, Sahar, Andheri East
Mumbai",Maharashtra,
323,"Mission of Compassion, Mumbai",91-98339 44417,samson.suresh@gmail.com,"Zion Bridavan Society, CTS 1817
Mumbai",Maharashtra,
324,"Mitra medical & Educational Trust, Mumbai",91-96043 87860,drkiranb@hotmail.com,"3/6 Haji Ali, Govt Colony
Mumbai",Maharashtra,
325,"MOB, Mumbai",,mob_india@rediffmail.com,"522, Brahmasiddghi Bldg., S V Road, Prabhadevi, Century Bazar
Mumbai",Maharashtra,
326,"Mobile Creches, Mumbai",,kochar@bom3.vsnl.net.in,"Oxford House, 2nd Floor, Apollo Bunder Colaba
Mumbai",Maharashtra,
327,"Mobilized Action to Reach The Goal, Mumbai",91-98678 45642,panigrahisantosh79@gmail.com,"22/242, CGS Qtrs
Mumbai",Maharashtra,
328,"Modern Educational Social & Cultural Organisation, Mumbai",,mescotrust@mescotrust.org,"110, Natalwala Building, V S Marg, Mahim
Mumbai",Maharashtra,
329,"Money Life Foundation, Mumbai",,mlfoundation@moneylife.in,"305, 3rd Floor, Hind Service Industries Premises, Off Veer Savarkar Marg, Shivaji Park, Dadar
Mumbai",Maharashtra,
330,"Mother Foundation Charitable Trust, Navi Mumbai",91-98217 20300,mother_charitabletrust@yahoo.co.in,"JN2/65/A-3, Gulmohar Society
Navi Mumbai",Maharashtra,
331,"Mother Foundation, Mumbai","95943 39516, 845490 7029, 98213 38018",motherfoundationdsanju@gmail.com,"2, Gr. Floor, Hill Breeze, B Wing, Triveni Nagar, Patahn Wadi, Malad East
Mumbai
Maharashtra
400097",Maharashtra,
332,"Mukti Sadan Foundation, Mumbai",91-93233 20820,Muktisadan@gmail.com,"Shivaji Nagar, Nr. Western Express Highway, Jogeshwari (E)
Mumbai",Maharashtra,
333,"Mulgandha Baudhavikas Mandal Maldoli, Mumbai",91-98672 73360,mulgandh@yahoo.in,"Manoj Pawar A-1 Bakery, Teen Dongri Adarshnagar Goregoan
Mumbai",Maharashtra,
334,"Multiple Sclerosis Society of India, Mumbai",,,"Samajasadan, 2nd Floor, S.H. Paralkar Road, Dadar
Mumbai",Maharashtra,
335,"Muskan Foundation for People With Disabilities, Mumbai",,dipti_gandhi@hotmail.com,"Prashanti, 15, Kala Nagar
Mumbai",Maharashtra,
336,"NAGRIK, Mumbai",91-93205 70769,sapna_a_sagar@yahoo.co.in,"Nagrik Automobiles, Balkan-Ji-Bari Road, Thane
Mumbai",Maharashtra,
337,"Namrata’s Trust, Mumbai",,namratatrust@gmail.com,"87, D.P. Prop., N.M.Road, Kurla (West)
Mumbai",Maharashtra,
338,"Nana Nani Foundation, Mumbai",91-98909 11703,prajakta@nanananifoundation.org,"324, A to Z Estate, Ganpatrao Kadam Marg
Mumbai",Maharashtra,
339,"Nasiha Education & Welfare Trust, Mumbai",,nasiha5@hotmail.com,"B 28/10 Diamond Chs Ltd, Sppl Colony
Mumbai",Maharashtra,
340,"Nasrugi Trust, Dombivili",91-92243 75355,nasrugitrust@yahoo.co.in,"A6/203, Shankeshwar Nagar
Dombivili",Maharashtra,
341,"National Association for the Blind, India, Mumbai",,,"NABI, 11 Khan Abdul Gaffar Khan Road, Worli Sea Face
Mumbai",Maharashtra,
342,"National Domestic Workers Movement, Mumbai",,jeanne@bom8.vsnl.net.in,"104/A, St. Mary’s Apts
Mumbai",Maharashtra,
343,"National Society for Clean Cities, Mumbai",,k_nainan@hotmail.com,"590, Ali Yavar Jung Marg, Opp. Kherwadi Municipal Maternity Hospital BAndhra (East)
Mumbai",Maharashtra,
344,"National Society for Community Health, Mumbai",91-93235 62340,drramchand_jaiswar@yahoo.co.in,"R/N-3, Ground Floor, R N Dubey, Lane Kumbhar Wada No 4
Mumbai",Maharashtra,
345,"National Society for Equal Oportunities for the Handicapped, Mumbai",,naseoh@bom7.vsnl.net.in,"Postal Colony Road, Chembur
Mumbai",Maharashtra,
346,"National Solid Waste Association of India, Mumbai",,nswai@envis.nic.in,"B-703, Customs Colony A, Military Road, Marol, Andheri (E)
Mumbai",Maharashtra,
347,"National Student Association (India), Mumbai",91-900452 0099,nsai1998@yahoo.com,"5, 66/B, West Gaothan, St. Francis Road, Parle-West
Mumbai",Maharashtra,
348,"Natural Health Centre, Mumbai",,leorebello@vsnl.com,"28/552 Samata Nagar, Kandivli (East)
Mumbai",Maharashtra,
349,"Navnirman samaj Vikas Kendra, Mumbai",,nsvk_mid@vsnl.net,"Plot no 61, Room no 119, New Collector Compound, Malwani Malad West
Mumbai",Maharashtra,
350,"Navpada Youth Association, Mumbai",,shakiltutorial@gmail.com,"35th Patel Mansion, 10, Navpada, BAndhra
Mumbai",Maharashtra,
351,"Navprerana Ek Samajik Sanstha, Mumbai",,htsaid@rediffmail.com,"Shivkripa Society, Anandgad, Parksite, Vikhroli(W)
Mumbai",Maharashtra,
352,"Network Of Women, Mumbai",,rukib@bom3.vsnl.net.in,"36, Carter Road, BAndhra (West)
Mumbai",Maharashtra,
353,"New Era Foundation, Navi Mumbai",91-93234 08735,nef_a@yahoo.com,"Airoli ,Sector – 14, Poorna Chs 3/3
Navi Mumbai",Maharashtra,
354,"New Jerusalem Church, Mumbai",98219 02782,philiplazar@yahoo.in,"Church Lane, Tilak Nagar, Darga Cross Road, Bhandup
Mumbai
Maharashtra
400078",Maharashtra,
355,"New Resolution India, Mumbai",98677 18722,info@brightfutureindia.org,"85/B, First Floor, Kamgar Nagar, Opposite Vishal Tower, Kurla East
Mumbai
Maharashtra
400024",Maharashtra,
356,"NFBM – National Federation of the Blind, Mumbai","91-93220 12096, 91-90298 82878",nfbm2010@gmail.com,"R.K. Samiti, Gandhi Chowk, R.S. Road, Vile-Parle West
Mumbai",Maharashtra,
357,"Niramaya Health Foundation, Mumbai",,niramayahealth@gmail.com,"16-B, 3, Krishna Niwas, Naigaon, Dadar
Mumbai",Maharashtra,
358,"Nirmala Niketan Institute, Mumbai",,nnchsc@bom5.vsnl.net.in,"College of Home Science and Polytechnic, Nirmala Niketan, 49 New marine Lines
Mumbai",Maharashtra,
359,"Nmsmm’s Shubharambh, Navi Mumbai","91-98210 63224, 91-098205 97236",ganeshakharat@yahoo.com,"208, Jadhav Niwas, Shivahakti Ngr, Turbhe Stores
Navi Mumbai",Maharashtra,
360,"NRITYANJALI, Mumbai",,nrityanjali@vsnl.com,"35-B, Miniland, Nrityanjali Marg
Mumbai",Maharashtra,
361,"Oasis India, Mumbai",,transformation@oasisindia.org,"1st floor, H. Kantilal Compound
Mumbai",Maharashtra,
362,"Om Creations Trust, Mumbai",,omcreationstrust@gmail.com,"Anand Niketan, E Moses Road
Mumbai",Maharashtra,
363,"Oomang Community Center, Mumbai",91-93211 27043,oomang.cns@gmail.com,"Shop 2, Simran Appts, Sector 28
Mumbai",Maharashtra,
364,"Options, Mumbai",,options42@hotmail.com,"81 Patrakar, Kala Nagaar, BAndhra (East)
Mumbai",Maharashtra,
365,"Paa Foundation, Mumbai",,connect@paafoundation.in,"503, Ragini ‘A’ Wing, Vasant Utsav Co-Op. Hsg. Soc.
Mumbai
Maharashtra
400101",Maharashtra,
366,"Paraplegic Foundation, Mumbai",,paraplegicfoundation@yahoo.com,"T-1, Old Barracks of LTMG Hospital
Mumbai",Maharashtra,
367,"Parivartan Bahuuddeshiya Sanstha, Mumbai",91-98676 38980,samadhan_bhaurao@yahoo.co.in,"Samadhan Kirana Store, Navyug Chawl, Bhim Nagar, Damu Nagar, Akurli Road, Kandivali (E)
Mumbai",Maharashtra,
368,"Passages Association for Guidance, Education & Support, Mumbai",,,"92, Lady Ratan Tata Medical Centre, Cooperage
Mumbai",Maharashtra,
369,"People’s Action for Development, Mumbai",,,"9th Floor New Administrative Building, Opp Mantralaya
Mumbai",Maharashtra,
370,"People’s Responsibile Organisation of United Dharavi (PROUD), Mumbai",96646 92998,pkanthony@rediffmail.com,"90ft. Road, Subash Nagar, Dharavi
Mumbai
Maharashtra
400017",Maharashtra,
371,"Planning Rural-Urban Integrated Development through Education, Mumbai",,vkadri@bol.net.in,"4-C, Swapnalok, 47, Lady Jagmohandas Marg
Mumbai",Maharashtra,
372,"PPN – People’s Power of Nation, Mumbai",91-98200 25958,panchemorganics@yahoo.com,"E-1/504, Highland Park, Mulund Colony
Mumbai",Maharashtra,
373,"Prabodhini Mahila Samajik Sanstha, Mumbai","91-98697 65361, 91-93217 65361.",priyankaghanekarg9@mail.com,"3/310, Saidham Chs, Nanabhai Laxman Parelkar Marg
Mumbai",Maharashtra,
374,"Pragatee Foundation, Mumbai",96196 80613,kranein@gmail.com,"Bapu Chaya Bldg, 185-188, Sector 23, Juinagar
Mumbai
Maharashtra
400705",Maharashtra,
375,"Pragatik Vidhyarthi Sangh, Mumbai",,,"A/10, Budha Vihar, Dr. B.R. Ambedkar Municipal Labour Camp Chembur
Mumbai",Maharashtra,
376,"Prakash Bhavan Seva Sang Trust, Mumbai",91-93213 19614,vedahilda@hotmail.com,"94/102, New Mhada Colony, Mankhurd
Mumbai",Maharashtra,
377,"Prakruti, Mumbai",,kisansbc@vsnl.com,"620, Jame Jameshed Road, Fourth Floor, Dadar East
Mumbai",Maharashtra,
378,"Pratham Education Initiative, Mumbai",,pratham@giasbmo1.vsnl.net.in,"Y B Chavan Centre, Jen J Bhosale Marg, Nariman Point, Church Gate
Mumbai",Maharashtra,
379,"Praxis ‘Go Green’ Initiative, Mumbai",,gogreendrive@gmail.com,"V.E.S.I.T, Sindhi Society
Mumbai",Maharashtra,
380,"Prem Sagar, Mumbai",,,"Lutheran Centre, Marve Road
Mumbai",Maharashtra,
381,"Prerana, Mumbai",,pppatkar@gaisbm01.vsnl.net.in,"C-603, Eden III, Hiranandani Gardens Powai
Mumbai",Maharashtra,
382,"Progressive Foundation, Mumbai",93248 12905,tanveermm@gmail.com,"401-4b, Patliputra Nagar, Jogeshwari West
Mumbai
Maharashtra
400102",Maharashtra,
383,"Project Mainstream, Mumbai",,promain@vsnl.net,"Vasant Vilas 5th Floor, 31 Dr. D.D.Sathye Marg Girgaon
Mumbai",Maharashtra,
384,"Project Sharan, Mumbai",,info@projectssharan.org,"118, Sea Face Society Hanuman Nagar, Katar Road Danda Khar West
Mumbai",Maharashtra,
385,"Prompt Care International Foundation, Mumbai",,pcif@vsnl.com,"8/203, 204 Lilyyanagar, Off S V Road, Near Kamath Club Goregaon
Mumbai",Maharashtra,
386,"Protein Foods and Nutrition Development Association of India, Mumbai",,pfndai@vsnl.com,"22, Mahalaxmi Chambers, 2nd Floor, Bhulabhai Desai Road
Mumbai",Maharashtra,
387,"Rajiv Gandhi Memorial Education Society, Mumbai",,verdictweekly@gmail.com,"G 2, Royal Status, 33 Sir Balchander Road Mumbai",Maharashtra,
388,"Rashtriya Jagran Manch, Mumbai",,ra.jagranmanch@yahoo.com,"90/A, Orchid Plaza, Behind Movie Gem Theatre Mumbai",Maharashtra,
389,"Rayat Probodhan Sanstha, Mumbai",,sadanandpurav@gmail.com,"Sudha Niwas, Babhai, Eksar Road, Borivali Mumbai",Maharashtra,
390,"Rayat Vikas Mahila Bachat Gat, Mumbai",,rayatvikas@gmail.com,"Ashok Mill Compound, Sant Rohidas Marg Mumbai",Maharashtra,
391,"Rayat Vikas Majoor Sahakari Sanstha Ltd, Mumbai",,rayatvikas@gmail.com,"Ashok Mill Compound, Sant Rohidas Marg Mumbai",Maharashtra,
392,"Real Foundation, Mumbai",91-97730 33310,realngo2009@gmail.com,"35, Sukh Sadan Dena Wadi, Thakurdwar Mumbai",Maharashtra,
393,"Rescue Foundation, Mumbai",,admin@rescuefoundation.net,"39, Lady Fatimadevi Road Mumbai",Maharashtra,
394,"Research Centre for Women’s Studies, Mumbai",,rcwssndt@bom3.vsnl.net.in,"Sir Vithaldas Vidyavihar, Juhu Campus Juhu Road Mumbai",Maharashtra,
395,Resource & Support Centre for Development -Navi Mumbai,,rscd@vsnl.com,"RH IV – C4, Sector 9, C.B.D.-Belapur Navi Mumbai",Maharashtra,
396,"RSP – Rashtra Swasthya Prabodhini, Mumbai",91-93243 16271,rsp_ngo@yahoo.co.in,"255 / 15, Sankalp, Sector-2, Charkop Mumbai",Maharashtra,
397,"Rural Communes, Mumbai",,rcmuneer@vsnl.com,"70, 2nd floor, LIC Building, Anadilal Poddar Marg Mumbai",Maharashtra,
398,"S P J Sadhana School for the Developmentally Handicapped, Mumbai",,sadhana@bol.net.in,"Dr. Rosendo Ribeiro Children’s Complex, Sophia College Campus, Ballubai Desai Road Mumbai",Maharashtra,
399,"Saathi, Mumbai",,saathi50@hotmail.com,"Flat 41, 6th Floor, B-1, Maniyar Apts Tardeo Road Mumbai",Maharashtra,
400,"Sahara Pratishthan, Mumbai",91-98211 37624,raj_punu1@yahoo.com,"39/2011, Shivam Chs, Gandhi Ngr, BAndhra (E) Mumbai",Maharashtra,
401,"SAHAYAK, Mumbai","91-90761 42156, 91-89765 72989",sahayakngo@hotmail.com,"B18, B402, Gokuldham, Goregaon (East) Mumbai",Maharashtra,
402,"SAI – Social Activities Integration, Mumbai",91-98920 91858,vasta_sai@yahoo.co.in,"14 G/F- Byculla Municipal School Building, N.M. Joshi Road, Byculla (West) Mumbai",Maharashtra,
403,"Sakaar Social & Educational Organisation, Mumbai",91-98336 10640,sakaar2006@gmail.com,"‘A’ Colony, Gautam Nagar, Nr. Zende Garden, Govandi Mumbai",Maharashtra,
404,"Sakhya Womens Guidance Cell, Mumbai",,,"College of Social Work, Nirmala Niketan, 38, New Marine Lines Mumbai",Maharashtra,
405,"Sakhya, Mumbai",,,"College of Social Work, Nirmala Niketan, 38, New Marine Lines Mumbai",Maharashtra,
406,"Samaj Seva Niketan, Mumbai",,samajseva@mtnl.net.in,"3-4, Bhanu Villa, Amrut Nagar, Ghatkopar Mumbai",Maharashtra,
407,"Samaj Seva Samiti, Mumbai",91-93201 11118,primeestate@yahoo.com,"8/19, Shalima, Lala Nigam Rd., Colaba Mumbai",Maharashtra,
408,"Samaj Vikas KAndhra, Mumbai",,nicicibank@yahoo.com,"256 Building, 202 Khetwadi Grant Road Mumbai",Maharashtra,
409,"Samajsevak Rugnaseva Aadharbhut Sanghatan Abhirakshak, Mumbai",,rugnadhar@vsnl.net,"Uttung O-C, Samant Wadi, Goregaon (East) Mumbai",Maharashtra,
410,"SAMARITANS, Mumbai",91-98204 25963,rodantonio@gmail.com,"Sai-Krupa, 1st Floor, BA Road, Dadar (E) Mumbai",Maharashtra,
411,"Samarth Apang Samajik Sanshta, Mumbai",91-98922 28540,samarthapang@yahoo.com,"Shailesh Bhoir Niwas Govandi, Near Fish Market Mumbai",Maharashtra,
412,"Samartha Seva Charitable Sanstha, Navi Mumbai",,ssc.sanstha@yahoo.co.in,"A-396, 1st Floor, Sector-2 Navi Mumbai",Maharashtra,
413,"Sambhav Foundation, Mumbai","91-98692 54899 , 91-99693 21535",sambhavemail@gmail.com,"112/790, Heramb Society, Sarvoday Nagar, Jogeshwari East Mumbai",Maharashtra,
414,"Sampark, Mumbai",,mitra@bom3.vsnl.net.in,"C.V.O.D Jain High School, 84 Samuel Street, Palla Gally Dongri Mumbai",Maharashtra,
415,"Sanjivani, Mumbai",,,"Everest A/1, 2nd Floor, 156, Tardeo Raod Mumbai",Maharashtra,
416,"Sankalp Siddhi Sansthan, Mumbai","98205 50990, 90043 30234",sankalpsiddhisansthan@gmail.com,"1514, 15th Floor, Bld-2, Ganesh Ekta Society, Yashwant Nagar, Goregaon
Mumbai
Maharashtra
400104",Maharashtra,
417,"Sanpada Prabhodhani, Navi Mumbai","91-98216 58038, 91-998673 54033",aaru4u2025@yahoo.com,"524, Om Datta Krupa, Sanpada Sector 5 Navi Mumbai",Maharashtra,
418,"Sant Gadge Maharaj Samajik Sanstha, Mumbai","91-98208 90318, 91-98201 74436",com_sanjay@yahoo.com,"Nityanand Nagar, Near BPT Rly Gate 4 Mumbai",Maharashtra,
419,"Sarva Seva Sangh, Mumbai",91-99697 08771,sssmumbaiinm@gmail.com,"Gyan Ashram Campus, Mahakali Caves Road, Andheri East
Mumbai",Maharashtra,
420,"Save Bombay Committee, Mumbai",,kisansbc@bom5.vsnl.net.in,"620, Jame Jameshed Road, Dadar East
Mumbai",Maharashtra,
421,"Search Foundation, Mumbai",,searchidea@yahoo.com,"203, Pallavi, 244, Sector 4
Mumbai",Maharashtra,
422,"Seva Dhan, Mumbai",,sevadhan@bom.3.vsnl.net.in,"4th Floor, Municipal Hospital Building, Bhardawadi, Andheri West
Mumbai",Maharashtra,
423,"Seva Sadan Society, Mumbai",,,"Pandita Ramabai Road, Gamdevi
Mumbai",Maharashtra,
424,"Seven Seas Foundation, Mumbai",,pandit@lakshad.com,"G-2, Gulnar Building",Maharashtra,
425,"Shakti Charitable Trust, Mumbai",91-98336 68581,preeti_dandekar@yahoo.com,"101 Patkeshwar Apt, Tps Rd, Babhai Naka, Borivali [West]
Mumbai",Maharashtra,
426,"Shastri Memorial Foundation, Mumbai",91-98202 83548,shastrimemorial@gmail.com,"21, Purushottam Nagar, SV Road
Mumbai",Maharashtra,
427,"Shiva DMD Health & Education Trust, Mumbai",91-98925 59169,shivadmd@gmail.com,"2, Shiv Shakti Society, Chaitanya Nagar, I.I.T Market, Powai
Mumbai",Maharashtra,
428,"Shraddha Charitable Trust, Mumbai",,shraddha@hathway.com,"14-19, Malaxmi School Bldg, 3rd Floor, B. Desai Ro
Mumbai",Maharashtra,
429,"Shree Mahalaxmi Pratishtans Trust, Navi Mumbai",91-98196 51004,smptrust@gmail.com,"6, Charishma Corner, Opp. Gangaram Cinema, Station Road, Old Panvel
Navi Mumbai",Maharashtra,
430,"Shree Mahavir Gramudyog Vikas & Prashikshan Sanstha, Navi Mumbai",91-98196 01225,shreemahavir58@gmail.com,"204, Shree Ramgopal Villa, Sector 4, Kharghar
Navi Mumbai",Maharashtra,
431,"Shree Yogeshwar Mahadev Trust, Mumbai",93206 04777,symt26@gmail.com,"Sophia Manzil, Near Bank of India, Shivaji Park, Dadar
Mumbai
Maharashtra
400028",Maharashtra,
432,"Shri Narayanrao Navagare Education Trust, Mumbai",91-98922 43779,navagare@yahoo.co.in,"Mathre Chwal Sundar Nagar, Kandivali
Mumbai",Maharashtra,
433,"Shri Pandurang Vikas Sanstha, Mumbai",,htsaid@rediffmail.com,"Shree Society, Anandgadh, Parksite, Vikhroli (W)
Mumbai",Maharashtra,
434,"Shri Vitthalrao Joshi Charities Trust, Mumbai",,vikaswalawalkar@walawalkarhospital.com,"Parijat, Gokhale Road North
Mumbai",Maharashtra,
435,"SHRI, Mumbai",91-99690 15524,venkycommunity.2008@rediffmail.com,"162, Powai Plaza, Hiranandani Gardens, Powai
Mumbai",Maharashtra,
